X,Y,Z_Height,Road_Condition
3.745401188473625,3.936355202774421,1.8682040923334924,0
9.50714306409916,4.734356593750214,1.6645604811570163,0
7.319939418114051,8.545473932021803,0.8807695625143003,0
5.986584841970366,3.400043860598921,3.03633335050744,1
1.5601864044243652,8.696496848121713,2.3831208025431443,1
1.5599452033620265,0.8813443097669149,4.328504961620018,1
0.5808361216819946,7.767984372086307,0.16054790241029127,0
8.661761457749352,8.475476330547364,3.2193396377756316,1
6.011150117432088,1.8181765283733875,3.8147443925578055,1
7.080725777960454,4.303465323722005,3.797432845941535,1
0.20584494295802447,1.6549977466365562,4.4303698354776255,1
9.699098521619943,7.066041289942177,3.6451687141474705,1
8.324426408004218,5.353477680616567,4.639050308238481,1
2.1233911067827616,6.353233467083211,1.6632829991044573,0
1.8182496720710062,1.9648696695621115,2.5160470837577154,1
1.8340450985343382,2.117458620524195,0.07039831641445338,0
3.0424224295953772,0.4149732550990637,0.034787936516456064,0
5.247564316322379,3.220675351957297,1.2006331022575996,0
4.319450186421157,5.59744661333675,0.5040359856954263,0
2.9122914019804194,8.579349139973289,1.301056839678768,0
6.118528947223795,6.669274474586807,0.885216472641987,0
1.3949386065204183,4.353963233997514,0.1426001241932412,0
2.9214464853521815,9.531201143941377,4.546520732030247,1
3.663618432936917,7.192452005758319,0.041115656944457624,0
4.56069984217036,9.301652028625501,3.680410721685427,1
7.851759613930136,5.2758797327216564,0.7607394345975826,0
1.9967378215835974,2.589042747931396,4.561148109998,1
5.142344384136116,0.5282668636472199,4.463979697949429,1
5.924145688620425,7.260848514838505,3.269505731846287,1
0.46450412719997725,1.2130299800553412,3.361170749003026,1
6.075448519014383,3.027751282719672,0.026695709848442717,0
1.7052412368729153,5.324709078838974,4.9243578305680105,1
0.6505159298527952,5.644165877797477,4.389163017879072,1
9.488855372533333,6.005831969871361,4.47553112865046,1
9.656320330745594,1.6625533034970064,3.2962226852543597,1
8.08397348116461,3.7973740482164873,1.7239346432726825,0
3.0461376917337066,6.171942271169667,4.468243245452404,1
0.9767211400638387,9.698188646337847,1.4575846407559618,0
6.842330265121569,7.276311376996887,2.8135577167110144,1
4.4015249373960135,9.226037570939578,0.498654861719412,0
1.2203823484477883,7.62212058314177,4.609778150663751,1
4.951769101112702,5.917169688924004,0.7038522888560667,0
0.34388521115218396,1.9202336913634455,1.1244840286520363,0
9.093204020787821,6.6668565189251305,2.790670790641075,1
2.587799816000169,6.233795659599071,3.8204650010649077,1
6.62522284353982,6.024691704572664,3.0967565296814947,1
3.1171107608941098,4.8978586798824075,1.1606695640007807,0
5.200680211778108,5.286566039892756,0.004715212637451671,0
5.4671027934327965,3.3444252711810405,3.785752901537196,1
1.8485445552552704,5.193126926423032,4.926036629555469,1
9.695846277645586,1.9755590567847825,4.049565601530452,1
7.7513282336111455,8.051743973603768,2.3010330907830765,1
9.394989415641891,1.857769546987078,4.518836306995533,1
8.948273504276488,0.8496628988946642,2.04923836559175,1
5.978999788110851,4.362460263571574,2.6246704212173375,1
9.218742350231167,6.583074395060619,2.385648836978416,1
0.884925020519195,4.377168249335414,2.2381193633276246,1
1.959828624191452,2.767541319513086,3.8759538464695287,1
0.45227288910538066,5.581711838904408,2.63384453634746,1
3.2533033076326436,3.4700233541219996,1.5835856101260803,0
3.8867728968948203,9.32867690126633,1.2907908382923916,0
2.713490317738959,9.22645139603572,0.18873658483716693,0
8.287375091519294,5.023718199720955,2.91597580941523,1
3.567533266935893,3.278839940182585,1.1498070770051712,0
2.8093450968738076,7.371324139566391,0.7406696100819155,0
5.426960831582485,0.3671294348306664,3.2691498191383883,1
1.4092422497476265,4.747690060436512,3.4060462891077443,1
8.021969807540398,3.363233942703335,3.76077446128833,1
0.7455064367977082,9.205358851025547,2.5178844816929575,1
